text,page,avg_font_size,y_position,bbox,font_name,source_pdf,is_bold,is_all_caps,text_len,starts_with_numbering,relative_font_size,norm_y_pos,is_centered,space_before,space_after,label
(a) If the concession is to visit anywhere in,0,9.744400024414062,342.25360107421875,"(95.99856567382812, 342.25360107421875, 296.0063171386719, 354.0053405761719)",Tahoma,E0CCG5S239.pdf,False,False,45,True,1.000451747886454,0.40647696089574675,False,6.30462646484375,5.885589599609375,Body Text
"India, the place to be visited.",0,9.744400024414062,359.89093017578125,"(95.99856567382812, 359.89093017578125, 224.38401794433594, 371.6427001953125)",Tahoma,E0CCG5S239.pdf,False,False,31,False,1.000451747886454,0.42742390757218673,False,5.885589599609375,-8.8089599609375,Body Text
9.,0,9.744400024414062,362.833740234375,"(70.0199966430664, 362.833740234375, 82.12254333496094, 374.58551025390625)",Tahoma-Bold,E0CCG5S239.pdf,True,False,2,True,1.000451747886454,0.43091893139474463,False,-8.8089599609375,2.88433837890625,Body Text
(b) Block for which to be availed.,0,9.744400024414062,377.4698486328125,"(95.99856567382812, 377.4698486328125, 241.2914581298828, 389.2215881347656)",Tahoma,E0CCG5S239.pdf,False,False,34,True,1.000451747886454,0.448301482936832,False,2.88433837890625,6.372833251953125,Body Text
Single rail fare/bus fare from the,0,9.744400024414062,395.59442138671875,"(95.99856567382812, 395.59442138671875, 296.081298828125, 407.3461608886719)",Tahoma,E0CCG5S239.pdf,False,False,34,False,1.000451747886454,0.4698271037847016,False,6.372833251953125,5.827117919921875,Body Text
headquarters to home town/place of visit by,0,9.744400024414062,413.17327880859375,"(95.99856567382812, 413.17327880859375, 296.0082092285156, 424.925048828125)",Tahoma,E0CCG5S239.pdf,False,False,43,False,1.000451747886454,0.4907046066610377,False,5.827117919921875,-8.75048828125,Body Text
10.,0,9.744400024414062,416.174560546875,"(70.0199966430664, 416.174560546875, 88.30438995361328, 427.92633056640625)",Tahoma-Bold,E0CCG5S239.pdf,True,False,3,True,1.000451747886454,0.49426907428369954,False,-8.75048828125,2.82586669921875,Body Text
shortest route.,0,9.744400024414062,430.752197265625,"(95.99856567382812, 430.752197265625, 161.98764038085938, 442.5039367675781)",Tahoma,E0CCG5S239.pdf,False,False,15,False,1.000451747886454,0.511582182025683,False,2.82586669921875,6.431304931640625,Body Text
Persons in respect of whom LTC is proposed to be availed.,0,9.744400024414062,448.93524169921875,"(95.99856567382812, 448.93524169921875, 350.760986328125, 460.6869812011719)",Tahoma,E0CCG5S239.pdf,False,False,57,False,1.000451747886454,0.5331772466736565,False,6.431304931640625,3.371551513671875,Body Text
S.No Name Age Relationship,0,9.744400024414062,464.05853271484375,"(95.99856567382812, 464.05853271484375, 508.57159423828125, 475.810302734375)",Tahoma-Bold,E0CCG5S239.pdf,True,False,26,True,1.000451747886454,0.5511383998988643,True,3.371551513671875,0.42877197265625,Body Text
1.,0,9.744400024414062,476.23907470703125,"(103.62838745117188, 476.23907470703125, 115.7309341430664, 487.9908142089844)",Tahoma-Bold,E0CCG5S239.pdf,True,False,2,True,1.000451747886454,0.5656046017898233,False,0.42877197265625,0.487213134765625,Body Text
2.,0,9.744400024414062,488.47802734375,"(103.62838745117188, 488.47802734375, 115.7309341430664, 500.2297668457031)",Tahoma-Bold,E0CCG5S239.pdf,True,False,2,True,1.000451747886454,0.5801401749925772,False,0.487213134765625,-1.617584228515625,Body Text
11.,0,9.744400024414062,498.6121826171875,"(70.0199966430664, 498.6121826171875, 88.30438995361328, 510.3639221191406)",Tahoma-Bold,E0CCG5S239.pdf,True,False,3,True,1.000451747886454,0.5921759888565172,False,-1.617584228515625,-9.705413818359375,Body Text
3.,0,9.744400024414062,500.65850830078125,"(103.62838745117188, 500.65850830078125, 115.7309341430664, 512.4102783203125)",Tahoma-Bold,E0CCG5S239.pdf,True,False,2,True,1.000451747886454,0.5946063043952271,False,-9.705413818359375,0.545654296875,Body Text
4.,0,9.744400024414062,512.9559326171875,"(103.62838745117188, 512.9559326171875, 115.7309341430664, 524.7076416015625)",Tahoma-Bold,E0CCG5S239.pdf,True,False,2,True,1.000451747886454,0.6092113213980849,False,0.545654296875,4.74560546875,Body Text
5.,0,9.744400024414062,529.4532470703125,"(103.62838745117188, 529.4532470703125, 115.7309341430664, 541.2049560546875)",Tahoma-Bold,E0CCG5S239.pdf,True,False,2,True,1.000451747886454,0.6288043314374258,False,4.74560546875,0.48724365234375,Body Text
6.,0,9.744400024414062,541.6921997070312,"(103.62838745117188, 541.6921997070312, 115.7309341430664, 553.4439086914062)",Tahoma-Bold,E0CCG5S239.pdf,True,False,2,True,1.000451747886454,0.6433399046401796,False,0.48724365234375,7.6883544921875,Body Text
Amount of advance required. Rs.,0,9.744400024414062,561.1322631835938,"(96.00826263427734, 561.1322631835938, 320.7657775878906, 572.8839721679688)",Tahoma,E0CCG5S239.pdf,False,False,31,False,1.000451747886454,0.6664278660137694,False,7.6883544921875,-5.87579345703125,Body Text
12.,0,9.744400024414062,567.0081787109375,"(70.02969360351562, 567.0081787109375, 88.3140869140625, 578.7598876953125)",Tahoma-Bold,E0CCG5S239.pdf,True,False,3,True,1.000451747886454,0.6734063880177406,False,-5.87579345703125,18.07586669921875,Body Text
I declare that the particulars furnished above are true and correct to the best of my knowledge.  I,0,9.744400024414062,596.8357543945312,"(105.07057189941406, 596.8357543945312, 573.1749267578125, 608.5874633789062)",Tahoma,E0CCG5S239.pdf,False,False,99,False,1.000451747886454,0.7088310622262841,True,18.07586669921875,-0.0487060546875,Body Text
undertake to produce the tickets for the outward journey within ten days of receipt of the advance.,0,9.744400024414062,608.5387573242188,"(70.0296630859375, 608.5387573242188, 499.6590270996094, 620.2904663085938)",Tahoma,E0CCG5S239.pdf,False,False,99,False,1.000451747886454,0.7227301155869581,True,-0.0487060546875,11.77130126953125,Body Text
In the event of cancellation of the journey or if I fail to produce the tickets within ten days of receipt of,0,9.744400024414062,632.061767578125,"(105.08027648925781, 632.061767578125, 573.1671142578125, 643.8134765625)",Tahoma,E0CCG5S239.pdf,False,False,109,False,1.000451747886454,0.7506671823968231,True,11.77130126953125,0.009765625,Body Text
"advance, I undertake to refund the entire advance in one lump sum.",0,9.744400024414062,643.8232421875,"(70.0394287109375, 643.8232421875, 367.65570068359375, 655.574951171875)",Tahoma,E0CCG5S239.pdf,False,False,66,False,1.000451747886454,0.7646356795576009,False,0.009765625,23.40606689453125,Body Text
Date,0,9.744400024414062,678.9810180664062,"(70.0394287109375, 678.9810180664062, 95.879638671875, 690.7327270507812)",Tahoma-Bold,E0CCG5S239.pdf,True,False,4,False,1.000451747886454,0.8063907577985823,False,23.40606689453125,0.00982666015625,Body Text
Signature of Government Servant.,0,9.744400024414062,690.7425537109375,"(403.0445556640625, 690.7425537109375, 572.97509765625, 702.4942626953125)",Tahoma-Bold,E0CCG5S239.pdf,True,False,32,False,1.000451747886454,0.8203593274476693,False,0.00982666015625,-1.0,Body Text
Ontario’s Libraries,0,15.960000038146973,72.08401489257812,"(95.44059753417969, 72.08401489257812, 238.64328002929688, 94.5716552734375)",Arial-Black,E0H1CM114.pdf,True,False,19,False,1.4456521773683852,0.09101517031891178,False,-1.0,0.063812255859375,Body Text
Working Together,0,15.960000038146973,94.63546752929688,"(95.44059753417969, 94.63546752929688, 235.36988830566406, 117.12310791015625)",Arial-Black,E0H1CM114.pdf,True,False,16,False,1.4456521773683852,0.11948922667840514,False,0.063812255859375,39.39283752441406,Body Text
RFP: RRFP: RRFP: RRFP: Request fquest fquest for Prquest fr Prr Prr Proposaloposal oposaloposal,0,32.040000915527344,156.7722930908203,"(90.02429962158203, 156.5159454345703, 497.4065246582031, 201.91665649414062)",Arial-Black,E0H1CM114.pdf,True,False,95,False,2.90217399597168,0.1979448145086115,True,39.39283752441406,46.48333740234375,Body Text
To Present a Proposal for Developing,0,24.0,248.39999389648438,"(131.80059814453125, 248.39999389648438, 482.0615234375, 275.1839904785156)",ArialMT,E0H1CM114.pdf,False,False,36,False,2.173913043478261,0.3136363559299045,True,46.48333740234375,0.816009521484375,Body Text
the Business Plan for the Ontario,0,24.0,276.0,"(131.80059814453125, 276.0, 440.57269287109375, 302.78399658203125)",ArialMT,E0H1CM114.pdf,False,False,33,False,2.173913043478261,0.3484848484848485,True,0.816009521484375,0.816009521484375,Body Text
Digital Library,0,24.0,303.6000061035156,"(131.80059814453125, 303.6000061035156, 262.14703369140625, 330.3840026855469)",ArialMT,E0H1CM114.pdf,False,False,15,False,2.173913043478261,0.38333334103979244,False,0.816009521484375,12.079803466796875,Body Text
"March 21, 2003",0,20.040000915527344,342.46380615234375,"(238.2406005859375, 342.46380615234375, 379.3942565917969, 364.8284606933594)",ArialMT,E0H1CM114.pdf,False,False,14,False,1.8152174742325493,0.4324037956468987,True,12.079803466796875,329.4356384277344,Body Text
"The Ontario Digital Library will make Ontario a better place to study, work and live by ensuring that",0,9.960000038146973,694.2640991210938,"(91.6651611328125, 694.2640991210938, 541.3319091796875, 708.1383666992188)",ComicSansMS,E0H1CM114.pdf,False,False,101,False,0.9021739164988201,0.8765960847488558,True,329.4356384277344,0.0498046875,Body Text
all Ontario citizens have access to the knowledge and learning supports needed to be life-long,0,9.960000038146973,708.1881713867188,"(91.66511535644531, 708.1881713867188, 512.4229736328125, 722.0624389648438)",ComicSansMS,E0H1CM114.pdf,False,False,94,False,0.9021739164988201,0.8941769840741398,True,0.0498046875,0.0498046875,Body Text
learners and effective contributors towards Ontario’s prosperity.,0,9.960000038146973,722.1122436523438,"(91.66506958007812, 722.1122436523438, 389.48663330078125, 735.9865112304688)",ComicSansMS,E0H1CM114.pdf,False,False,65,False,0.9021739164988201,0.9117578833994239,False,0.0498046875,-1.0,Body Text
Ontario’s Digital Library,1,20.040000915527344,88.59601593017578,"(90.04060363769531, 88.59601593017578, 320.04559326171875, 116.8323745727539)",Arial-Black,E0H1CM114.pdf,True,False,25,False,1.8152174742325493,0.11186365647749467,False,-1.0,3.4837112426757812,H1
A Critical Component for Implementing Ontario’s Road Map to,1,15.960000038146973,120.31608581542969,"(90.04060363769531, 120.31608581542969, 484.937255859375, 138.12744140625)",ArialMT,E0H1CM114.pdf,False,False,59,False,1.4456521773683852,0.15191424976695667,True,3.4837112426757812,0.5426483154296875,H1
Prosperity Strategy,1,15.960000038146973,138.6700897216797,"(90.04060363769531, 138.6700897216797, 214.4951171875, 156.4814453125)",ArialMT,E0H1CM114.pdf,False,False,19,False,1.4456521773683852,0.17508849712333294,False,0.5426483154296875,39.23854064941406,Body Text
Summary,1,12.0,195.71998596191406,"(96.04060363769531, 195.71998596191406, 158.74061584472656, 212.6279754638672)",Arial-Black,E0H1CM114.pdf,True,False,7,False,1.0869565217391306,0.24712119439635613,False,39.23854064941406,15.940826416015625,H2
The purpose of this Request for Proposal (RFP) is to invite firms and/or consultants to,1,11.039999961853027,228.5688018798828,"(96.04060363769531, 228.5688018798828, 525.30419921875, 240.88943481445312)",ArialMT,E0H1CM114.pdf,False,False,87,False,0.9999999965446583,0.2885969720705591,True,15.940826416015625,0.2759857177734375,Body Text
present a proposal for developing the business plan for the Ontario Digital Library (ODL).,1,11.039999961853027,241.16542053222656,"(96.04061889648438, 241.16542053222656, 525.036376953125, 253.48605346679688)",ArialMT,E0H1CM114.pdf,False,False,90,False,0.9999999965446583,0.30450179360129614,True,0.2759857177734375,0.3974456787109375,Body Text
The ODL will deliver high-quality library electronic content to all Ontario residents in order to,1,11.039999961853027,253.8834991455078,"(96.04061889648438, 253.8834991455078, 525.17333984375, 266.2041320800781)",ArialMT,E0H1CM114.pdf,False,False,97,False,0.9999999965446583,0.3205599736685705,True,0.3974456787109375,0.397430419921875,Body Text
"assist people as they learn, work, and enhance their quality of life. The business plan to be",1,11.039999961853027,266.6015625,"(96.04061889648438, 266.6015625, 525.2827758789062, 278.9222106933594)",ArialMT,E0H1CM114.pdf,False,False,93,False,0.9999999965446583,0.33661813446969696,True,0.397430419921875,0.2760009765625,Body Text
developed is to document and clearly communicate:,1,11.039999961853027,279.1982116699219,"(96.04061889648438, 279.1982116699219, 339.90093994140625, 291.51885986328125)",ArialMT,E0H1CM114.pdf,False,False,49,False,0.9999999965446583,0.3525229945327296,False,0.2760009765625,12.397918701171875,Body Text
"how the ODL will be implemented, including the timeline",1,11.039999961853027,303.9167785644531,"(132.04205322265625, 303.9167785644531, 394.0244445800781, 316.2374267578125)",ArialMT,E0H1CM114.pdf,False,False,55,False,0.9999999965446583,0.3837333062682489,True,12.397918701171875,0.2760009765625,Body Text
the financial plan for the implementation,1,11.039999961853027,316.513427734375,"(132.04205322265625, 316.513427734375, 319.40521240234375, 328.8340759277344)",ArialMT,E0H1CM114.pdf,False,False,41,False,0.9999999965446583,0.3996381663312816,False,0.2760009765625,0.2760009765625,Body Text
"the financial plan for the first 2 operating years, including capital and operating costs,",1,11.039999961853027,329.1100769042969,"(132.04205322265625, 329.1100769042969, 525.070556640625, 341.43072509765625)",ArialMT,E0H1CM114.pdf,False,False,90,False,0.9999999965446583,0.41554302639431423,True,0.2760009765625,0.397430419921875,Body Text
"revenues, etc.",1,11.039999961853027,341.8281555175781,"(132.63821411132812, 341.8281555175781, 201.36663818359375, 354.1488037109375)",ArialMT,E0H1CM114.pdf,False,False,14,False,0.9999999965446583,0.43160120646158856,False,0.397430419921875,0.2760009765625,Body Text
a financial forecast for the succeeding 2 operating years,1,11.039999961853027,354.4248046875,"(132.04200744628906, 354.4248046875, 393.6560363769531, 366.7454528808594)",ArialMT,E0H1CM114.pdf,False,False,57,False,0.9999999965446583,0.4475060665246212,True,0.2760009765625,0.397430419921875,Body Text
the services and products to be delivered by the ODL,1,11.039999961853027,367.14288330078125,"(132.04200744628906, 367.14288330078125, 381.3063049316406, 379.4635314941406)",ArialMT,E0H1CM114.pdf,False,False,52,False,0.9999999965446583,0.4635642465918955,True,0.397430419921875,0.2760009765625,Body Text
how the ODL will operate and be managed following the implementation,1,11.039999961853027,379.7395324707031,"(132.04200744628906, 379.7395324707031, 468.61383056640625, 392.0601806640625)",ArialMT,E0H1CM114.pdf,False,False,68,False,0.9999999965446583,0.4794691066549282,True,0.2760009765625,0.2760009765625,Body Text
"who will be involved, and what their role/responsibility will be, for both the",1,11.039999961853027,392.336181640625,"(132.04200744628906, 392.336181640625, 525.1600341796875, 404.6568298339844)",ArialMT,E0H1CM114.pdf,False,False,78,False,0.9999999965446583,0.49537396671796086,True,0.2760009765625,0.397430419921875,Body Text
implementation and operational stages,1,11.039999961853027,405.05426025390625,"(132.63816833496094, 405.05426025390625, 315.5666198730469, 417.3749084472656)",ArialMT,E0H1CM114.pdf,False,False,37,False,0.9999999965446583,0.5114321467852352,False,0.397430419921875,0.2760009765625,Body Text
the marketing and communications plan for the ODL,1,11.039999961853027,417.6509094238281,"(132.04200744628906, 417.6509094238281, 377.3706970214844, 429.9715576171875)",ArialMT,E0H1CM114.pdf,False,False,49,False,0.9999999965446583,0.5273370068482678,True,0.2760009765625,13.00506591796875,Body Text
This business plan must be completed and approved by the ODL Steering Committee no,1,11.039999961853027,442.97662353515625,"(96.04057312011719, 442.97662353515625, 525.2114868164062, 455.29730224609375)",ArialMT,E0H1CM114.pdf,False,False,82,False,0.9999999965446583,0.5593139186049952,True,13.00506591796875,0.275970458984375,Body Text
"later than September 30, 2003",1,11.039999961853027,455.5732727050781,"(96.04061126708984, 455.5732727050781, 240.4492950439453, 467.8939208984375)",ArialMT,E0H1CM114.pdf,False,False,29,False,0.9999999965446583,0.575218778668028,False,0.275970458984375,12.397918701171875,Body Text
Timeline:,1,11.039999961853027,480.2918395996094,"(96.04061126708984, 480.2918395996094, 141.51548767089844, 492.61248779296875)",Arial-ItalicMT,E0H1CM114.pdf,False,False,9,False,0.9999999965446583,0.6064290904035472,False,12.397918701171875,12.27642822265625,H3
Those firms/consultants intended to submit a proposal to this RFP must indicate their,1,11.039999961853027,504.888916015625,"(96.04061126708984, 504.888916015625, 525.232421875, 517.2095947265625)",ArialMT,E0H1CM114.pdf,False,False,85,False,0.9999999965446583,0.6374860050702336,True,12.27642822265625,-0.90850830078125,Body Text
intention to do so in an e-mail to Michael Ridley (mridley@uoguelph.ca) by April 11th.,1,10.359999974568685,517.6070556640625,"(96.04061126708984, 516.3010864257812, 493.13885498046875, 529.969482421875)",ArialMT,E0H1CM114.pdf,False,False,86,False,0.9384057947978882,0.6535442622020992,True,-0.90850830078125,12.27642822265625,Body Text
"Proposals may be e-mailed, mailed, couriered or faxed to: Larry Moore",1,11.039999961853027,542.2459106445312,"(96.04110717773438, 542.2459106445312, 426.18060302734375, 554.5665893554688)",ArialMT,E0H1CM114.pdf,False,False,69,False,0.9999999965446583,0.6846539275814788,True,12.27642822265625,0.27593994140625,Body Text
"(lmoore@accessola.com), Executive Director, The Ontario Library Association, 100 Lombard",1,10.769999980926514,554.842529296875,"(96.04110717773438, 554.842529296875, 522.2810668945312, 567.1632080078125)",ArialMT,E0H1CM114.pdf,False,False,88,False,0.9755434765331987,0.7005587491122159,True,0.27593994140625,0.40557861328125,Body Text
"St., Suite 303, Toronto, ON  M5C 1M3. Proposals must be received by Noon on Monday,",1,10.679999987284342,568.5451049804688,"(96.04574584960938, 567.5687866210938, 506.8214416503906, 579.8894653320312)",ArialMT,E0H1CM114.pdf,False,False,83,False,0.9673913031960455,0.7178599810359454,True,0.40557861328125,0.27593994140625,Body Text
"April 21, 2003.",1,11.039999961853027,580.1654052734375,"(96.03964233398438, 580.1654052734375, 169.33645629882812, 592.486083984375)",Arial-BoldItalicMT,E0H1CM114.pdf,True,False,15,False,0.9999999965446583,0.7325320773654513,False,0.27593994140625,12.39788818359375,Body Text
Those proposals that are short-listed will be invited to discuss their proposal during the week,1,11.039999961853027,604.8839721679688,"(96.03964233398438, 604.8839721679688, 524.9611206054688, 617.2046508789062)",ArialMT,E0H1CM114.pdf,False,False,95,False,0.9999999965446583,0.7637423891009707,True,12.39788818359375,0.27593994140625,Body Text
"of April 28, 2003. No presentation will be expected. Firms or consultants invited to an",1,11.039999961853027,617.4805908203125,"(96.03964233398438, 617.4805908203125, 525.0364990234375, 629.80126953125)",ArialMT,E0H1CM114.pdf,False,False,87,False,0.9999999965446583,0.7796472106317077,True,0.27593994140625,0.3974609375,Body Text
interview will be expected to discuss the project and their approach with the selection,1,11.039999961853027,630.19873046875,"(96.0396499633789, 630.19873046875, 525.25830078125, 642.5194091796875)",ArialMT,E0H1CM114.pdf,False,False,87,False,0.9999999965446583,0.7957054677635732,True,0.3974609375,0.27593994140625,Body Text
committee.,1,11.039999961853027,642.7953491210938,"(96.0396499633789, 642.7953491210938, 150.654541015625, 655.1160278320312)",ArialMT,E0H1CM114.pdf,False,False,10,False,0.9999999965446583,0.8116102892943103,False,0.27593994140625,12.27642822265625,Body Text
"Contracts with the firm/consultant will be signed the week of May 5, 2003 with the work to",1,11.039999961853027,667.3924560546875,"(96.03965759277344, 667.3924560546875, 525.3057861328125, 679.713134765625)",ArialMT,E0H1CM114.pdf,False,False,90,False,0.9999999965446583,0.8426672424932923,True,12.27642822265625,0.39739990234375,Body Text
commence as soon as possible thereafter.,1,11.039999961853027,680.1105346679688,"(96.05068969726562, 680.1105346679688, 295.826171875, 692.4312133789062)",ArialMT,E0H1CM114.pdf,False,False,40,False,0.9999999965446583,0.8587254225605666,False,0.39739990234375,38.54864501953125,Body Text
2,1,9.0,730.9798583984375,"(516.640625, 730.9798583984375, 524.650634765625, 743.660888671875)",Arial-BlackItalic,E0H1CM114.pdf,True,False,1,True,0.8152173913043479,0.9229543666646938,False,38.54864501953125,-9.6226806640625,Body Text
RFP: To Develop the Ontario Digital Library Business Plan March 2003,1,7.559999942779541,734.0382080078125,"(90.04060363769531, 734.0382080078125, 340.93426513671875, 742.4751586914062)",Arial-BoldItalicMT,E0H1CM114.pdf,True,False,68,False,0.6847826035126396,0.9268159192017834,False,-9.6226806640625,-1.0,Body Text
Please note that we reserve the right not to select any of the submitted proposals and may,2,11.039999961853027,72.20881652832031,"(96.04060363769531, 72.20881652832031, 525.3009033203125, 84.52944946289062)",ArialMT,E0H1CM114.pdf,False,False,90,False,0.9999999965446583,0.09117274814181858,True,-1.0,0.2759857177734375,Body Text
seek further response to these Terms of Reference.,2,11.039999961853027,84.80543518066406,"(96.04060363769531, 84.80543518066406, 338.430419921875, 97.12606811523438)",ArialMT,E0H1CM114.pdf,False,False,50,False,0.9999999965446583,0.10707756967255563,False,0.2759857177734375,12.397933959960938,Body Text
"If you require further information or have any questions, please contact Michael Ridley by e-",2,11.039999961853027,109.52400207519531,"(96.04060363769531, 109.52400207519531, 522.0972290039062, 121.84463500976562)",ArialMT,E0H1CM114.pdf,False,False,93,False,0.9999999965446583,0.13828788140807488,True,12.397933959960938,0.2759857177734375,Body Text
mail (mridley@uoguelph.ca) only by 3:00 p.m. on Friday April 18th. All questions and,2,11.039999961853027,122.12062072753906,"(96.04060363769531, 122.12062072753906, 525.0770874023438, 134.44125366210938)",ArialMT,E0H1CM114.pdf,False,False,84,False,0.9999999965446583,0.15419270293881196,True,0.2759857177734375,0.3974456787109375,Body Text
responses will be shared with those who have indicated that they will be submitting a,2,11.039999961853027,134.8386993408203,"(96.01852416992188, 134.8386993408203, 525.1431884765625, 147.15933227539062)",ArialMT,E0H1CM114.pdf,False,False,85,False,0.9999999965446583,0.17025088300608626,True,0.3974456787109375,0.2759857177734375,Body Text
"proposal. Please note, that firms/consultants who have not indicated in an e-mail to Michael",2,11.039999961853027,147.43531799316406,"(96.01852416992188, 147.43531799316406, 525.0072021484375, 159.75595092773438)",ArialMT,E0H1CM114.pdf,False,False,92,False,0.9999999965446583,0.1861557045368233,True,0.2759857177734375,-1.05474853515625,Body Text
Ridley by April 11th that they will be submitting a proposal will not receive any further,2,9.679999987284342,160.0319366455078,"(96.01852416992188, 158.70120239257812, 524.9852294921875, 172.36941528320312)",ArialMT,E0H1CM114.pdf,False,False,89,False,0.876811593051118,0.20206052606756036,True,-1.05474853515625,0.3974456787109375,Body Text
information or question responses.,2,11.039999961853027,172.76686096191406,"(96.0362777709961, 172.76686096191406, 259.26715087890625, 185.08749389648438)",ArialMT,E0H1CM114.pdf,False,False,34,False,0.9999999965446583,0.2181399759620127,False,0.3974456787109375,21.072494506835938,Body Text
